,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
8195,Celler Florida,,€3 - €20,4.5,,"Floridablanca, 112","Floridablanca, carrer de Floridablanca, 08914 Badalona, Spain",41.4408541,2.2255462
8196,Jardin De Bambu,,"Japanese, Sushi, Asian",4.0,,"Carrer Del Marques De Sentmenat, 54","Carrer del Marquès de Sentmenat, 54, 08029 Barcelona, Spain",41.3851437,2.1381902
8197,Restaurante Peruano Andino,,€6 - €15,4.0,,"Corsega, 589","Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
8198,Espit Chupitos,,Dinner,4.5,,"Carrer del Consell de Cent, 268","Carrer del Consell de Cent, 268, 080009 Barcelona, Spain",41.387896,2.1617873
8199,Restaurant Flo,,€15 - €55,4.0,,"Carrer de les Jonqueras, 10","Catalonia, Spain",41.66667,2.0
8200,Toni Bigoti,,"Mediterranean, Spanish",4.0,,Taquigraf Garriga 143,"Toni Bigoti, Carrer del Taquígraf Garriga, 143, 08021 Barcelona, Spain",41.3898085,2.138731
8201,Spaghetti a la Guitarra,,€2 - €4,4.5,,"Carrer de la Lleialtat, 4","Carrer de la Lleialtat, 08001 Barcelona, Spain",41.3764073,2.1661245
8202,can petit,,"Spanish, Bar",4.5,,Paseo San Juan 151,"Catalonia, Spain",41.66667,2.0
8203,MonRoig cocktails,,Deli,5.0,,Carrer de Vic 11,"Carrer de Vic, 11, 08006 Barcelona, Spain",41.3988702,2.1550994
8204,Restobar la Ronda,,€12 - €12,5.0,,Ronda Guinardo 31,"Ronda de Dalt, 08035 Barcelona, Spain",41.439194,2.1565669
8205,Rasa Malaysia Halal,,€5 - €15,4.5,,Passeig Sant Joan 179,"passeig del Riu, 08250 Sant Joan de Vilatorrada, Spain",41.7399116,1.8066353
8206,Rustik,,"Chilean, South American",4.5,,Carrer de Sant Pau 90,"Carrer de Sant Pau, 08001 Barcelona, Spain",41.3767615,2.169631
8207,Restaurante Kikiriki,,€10 - €30,3.5,,Gran Via de les Corts Catalanes 335,"Kikiriki, Gran Via de les Corts Catalanes, 335-337, 8015 Barcelona, Spain",41.3732666,2.146359
8208,Scorpio Restaurant,,"Spanish, Mediterranean",4.0,,Carrer Ali B'ei 6,"Ali Bei, Carrer d'Alí Bei, 08010 Barcelona, Spain",41.3917815,2.1783232
8209,Restaurante Quixote,,"Mediterranean, European, Spanish",4.0,,"Consell de Cent, 314","Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
8210,Il trastevere,,€26 - €41,3.5,,Dante Alighieri 9-11,"Carrer de Dante Alighieri, 08032 Barcelona, Spain",41.4278629,2.1586862
8211,El Bandarra Taperia,,€10 - €27,4.0,,"Carrer de Torrijos, 53","La Bottega di Lapio, Carrer de Torrijos, 53, 08012 Barcelona, Spain",41.4045731,2.1575966
8212,Tapaspuma,,"Mediterranean, Spanish",4.5,,"Gran Via De Les Corts Catalanes, 291","Gran Via de les Corts Catalanes, 291, 8015 Barcelona, Spain",41.3720794,2.1447843
8213,Els Pollos de Llull,,€8 - €21,3.5,,"Calle Napols, 272","Carrer de Napols, 08303 Mataró, Spain",41.5400773,2.4249297
8214,TopGrill Brazilian Steakhouse,,€12 - €26,4.5,,"Calle Joan Guell, 212","Catalonia, Spain",41.66667,2.0
8215,Kaixuan,,€5 - €15,4.0,,"Calle Roger de Flor, 74","Carrer Roger de Flor, 08924 Santa Coloma de Gramenet, Spain",41.4632118,2.2080004
8216,Bar Castells,,"European, Spanish, Bar, Mediterranean",3.5,,"Pl. del Bonsucces, 1","Plaça del Bonsuccés, Barcelona, Spain",41.3838675,2.1695625
8217,El Tast de Joan Noi,,"Seafood, Spanish, Mediterranean",4.5,,"Placa Llibertat 27, Gracia","Gràcia, Catalonia, Spain",41.40237,2.15641
8218,La Fonda de Sant Gervasi,,"Mediterranean, Spanish",4.0,,Carrer de Sant Marius 22,"Carrer de Sant Màrius, 08022 Barcelona, Spain",41.4034316,2.137206
8219,Ami Manera,,"European, Spanish",5.0,,Calle Parlament 15,"Carrer del Parlament, 08015 Barcelona, Spain",41.3758931,2.161805
8220,Taverna La Llesca,,"Steakhouse, Barbecue, Spanish, Mediterranean",3.5,,"Travessera de Gracia, 86","La Llesca, Travessera de Gràcia, 86, 08006 Barcelona, Spain",41.3977903,2.1524192
8221,Ramen Shifu,,€7 - €30,4.5,,Carrer del Consell de Cent 323,"Escola Perez Iborra, Carrer del Consell de Cent, 323, 080009 Barcelona, Spain",41.3897927,2.1633788
8222,Bocca di Bonifacio,,€15 - €35,4.5,,Carrer de Ausias Marc 43,"Catalonia, Spain",41.66667,2.0
8223,Sants Es Crema,,€25 - €48,4.0,,"Carrer dels Comptes de Bell-Lloc, 118","Catalonia, Spain",41.66667,2.0
8224,Honey Cafeteria,,"Cafe, Mediterranean, European",4.5,,Valencia 190,"Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
8225,Menja be,,"Mediterranean, Spanish",4.5,,Carrer de Rossello 112,"Carrer de Rosselló, 08530 la Garriga, Spain",41.6781144,2.2882616
8226,El Nacional - Barra de Vinos,,Spanish,4.5,,"Passeig De Gracia, 24 Bis","Passeig de Gràcia, 24 Bis, 08007 Barcelona, Spain",41.3905227,2.1682552
8227,A Vocados,,€10 - €25,4.0,,"C. Valencia, 200","Carrer Valencia, 08770 Sant Sadurní d'Anoia, Spain",41.4281682,1.7826155
8228,Rooftop Smokehouse,,International,4.5,,Consell de Cent 159,"Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
8229,Le Journal,,Bar,4.5,,Carrer de Francisco Giner 36,"Carrer de Francisco Giner, 08008 Barcelona, Spain",41.399093,2.1591747
8230,El Tarantin,,€8 - €40,4.5,,Carrer d'Aribau 186,"Carrer d'Aribau, 186, 08036 Barcelona, Spain",41.3937558,2.1527434
8231,Flor de Maig,,€14 - €29,3.5,,"Calle Pintor Fortuny, 29","Carrer Pintor Fortuny, 08461 Santa Maria de Palautordera, Spain",41.6978056,2.4329001
8232,Restaurante Tibetano Potala,,"Nepali, Asian",4.0,,Carrerarago 397,"Catalonia, Spain",41.66667,2.0
8233,El Dinou,,€10 - €35,4.5,,"C/ de Buscarons, 19","Riera buscarons, 08360 Canet de Mar, Spain",41.5898456,2.5813397
8234,Al Passatore,,"Italian, Pizza, Mediterranean, European",3.5,,Pla Palau No. 8,"Plaça Colonia Pla de Palau, Sant Celoni, Catalonia, Spain",41.6837074,2.4833835
8235,Frankfurt's de Pedralbes,,Fast Food,4.0,,C/Alfambra N0 20,"Alfambra, Carrer de Trias i Giró, 08034 Barcelona, Spain",41.3862381,2.1124486
8236,Restaurante Ocho Patas,,"International, Mediterranean, Spanish",3.5,,"Avenida de Josep Tarradellas, 11","Condis Express, Avinguda de Josep Tarradellas, 11, 08029 Barcelona, Spain",41.381875,2.1420834
8237,Labarra Midtown,,€15 - €40,3.5,,Rossello 231,"Tapas healthy food, Carrer del Rosselló, 231, 08008 Barcelona, Spain",41.3939661,2.1580407
8238,MAAI,,€12 - €15,4.5,,Regas 30,"El Regás, Carrer de Regàs, 10-12, 08006 Barcelona, Spain",41.3986902,2.1521271
8239,El Refugio los 33,,"Chilean, South American",4.0,,"Placa Del Mercat, 19","El refugio de los 33, Plaça del Mercat, 19, 08018 Barcelona, Spain",41.4075568,2.1891002
8240,Casa Amalia,,€20 - €30,3.5,,"Passatge del Mercat, 4-6","Passatge del Mercat, 08009 Barcelona, Spain",41.3960148,2.1687876
8241,Odkhuu's Kitchen,,"Spanish, Asian, Fusion, Eastern European, Mongolian",4.0,,"Avinguda Diagonal, 208","Glòries Multicines, Avinguda Diagonal, 208, 08018 Barcelona, Spain",41.4053714,2.1928801
8242,Restaurante Matatabi,,€10 - €50,4.5,,Carrer Calabria 274,"Carrer de Calàbria, 08015 Barcelona, Spain",41.3772608,2.1582326
8243,Coffee Time Sagrada Familia,,Cafe,4.0,,Calle Marina 260,"carrer marina, 08339 Vilassar de Dalt, Spain",41.5113131,2.3574845
8244,Bodega Notariat No 1,,"Belgian, European, Fusion, Street Food",4.5,,Calle Notariat Number 1,"Carrer del Notariat, 08001 Barcelona, Spain",41.3834245,2.1687159
8245,Can Loes,,€11 - €13,4.5,,"Calle Floridablanca, 93","Carrer Floridablanca, 08301 Mataró, Spain",41.5390542,2.4534399
8246,El Quinto,,€9 - €13,4.5,,"Carrer de Pallars, 173","Carrer de Pallars, 173, 08005 Barcelona, Spain",41.400192,2.1963354
8247,Madre Lievito Laboratorio,,"Italian, Pizza",4.5,,"Carrer dels Almogavers, 148","Carrer dels Almogàvers, 148, 08018 Barcelona, Spain",41.3986669,2.1923294
8248,Bodega Bonavista,,"Wine Bar, Spanish, Deli",4.5,,C/Bonavista 10 Bajos,"Catalonia, Spain",41.66667,2.0
8249,Societat Cultural I Esportiva La Lira,,Spanish,4.0,,Coroleu 15,"Carrer de Coroleu, 15, 08030 Barcelona, Spain",41.4327498,2.1881592
8250,"TERRACOTTA Ceramics, Coffee & Bar",,€5 - €20,5.0,,"Carrer Comte d'Urgell, 130","Carrer Comte d'Urgell, 08859 Begues, Spain",41.3296319,1.9331417
8251,Asa sushibar,,€12 - €28,4.5,,C/Pamplona 29,"Carrer de Pamplona, 29, 08005 Barcelona, Spain",41.3934394,2.1955593
8252,El Jardinet del Port Forum,,€10 - €40,4.5,,Carrer de la Pau 12,"Port Fòrum Sant Adrià, Carrer de la Pau, 12, 08930 Sant Adrià de Besòs, Spain",41.4123053,2.2301443
8253,Ristorante Roma,,€5 - €27,4.0,,Marina 22,"08729 Castellet i la Gornal, Spain",41.25977,1.6430355
8254,Kulas Burgers|Tapas|Cocktails,,€2 - €15,4.0,,"Passeig De Colom, 7","Kulas, Passeig de Colom, 7, 08002 Barcelona, Spain",41.3804417,2.1809918
8255,Caporal Vermuteria & Cocteleria,,€5 - €20,4.0,,"C/ Escudellers, 5","Carrer dels Escudellers, 80002 Barcelona, Spain",41.3799218,2.1766799
8256,Al waha,,"Lebanese, Middle Eastern, Mediterranean",4.0,,"Verdi, 16","Al Waha, Carrer de Verdi, 16, 08012 Barcelona, Spain",41.4034829,2.1573059
8257,Rita Rouge,,"Mediterranean, European, Spanish",3.5,,Placa Gardunya 6,"Plaça de la Gardunya, Barcelona, Spain",41.381437,2.1706866
8258,3 Restaurante,,€20 - €50,4.0,,"Enric Granados, 83","Av. Rius i Taulet, Enric Granados, Avinguda de Rius i Taulet, 08172 Sant Cugat del Vallès, Spain",41.4720436,2.0814069
8259,Cambalache Club,,€10 - €25,4.5,,Providencia 1bis,"Carrer de la Providència, 8 Barcelona, Spain",41.4071505,2.1577347
8260,Zzumo Mas Barcelona,,"Healthy, Cafe, Fast Food",4.5,,"Carrer de la Boqueria, 16","Carrer de la Boqueria, 80002 Barcelona, Spain",41.381585,2.1745904
8261,Bodega Montferry,,Spanish,4.0,,Carrer de Violant d'Hongria Reina d'Arago 105,"Carrer de Violant d'Hongria Reina d'Aragó, 08028 Barcelona, Spain",41.3778112,2.1277724
8262,El Delicios  Comida Etiope,,"African, Ethiopian",5.0,,"Carrer Ca l'Alegre de Dalt, 6","08024 Barcelona, Spain",41.4093317,2.1623227
8263,Senor Burrito,,€5 - €8,4.0,,Calle Ample 12,"Carrer Ample, 12, 08002 Barcelona, Spain",41.3798011,2.179569
8264,Vistro 49 Wine Bar,,€4 - €30,4.0,,"Via Laietana, 49","Restaurant La Plassohla, Via Laietana, 49, 08010 Barcelona, Spain",41.3869749,2.1742731
8265,Bar Laila,,€5 - €15,4.5,,"Carrer Congost, 29","Carrer Congost, 08591 Aiguafreda, Spain",41.7654609,2.2521916
8266,A Veiga,,€8 - €16,4.0,,"Travessera de Gracia, 345","Travessera de Gràcia, 345, 08025 Barcelona, Spain",41.4078042,2.1677651
8267,Osteria Discret,,"Italian, European",5.0,,Carrer Pujades 33,"Carrer Pujades, 08783 Masquefa, Spain",41.5043137,1.8092083
8268,Bar 67 Grados,,€2 - €15,4.5,,"Calle Provenca, 420-422","Carrer Provença, 08770 Sant Sadurní d'Anoia, Spain",41.4244026,1.7845184
8269,La Bricciola,,"Italian, Pizza",4.0,,"Calle Iberia, 18","Iberia, Avinguda de Pepa Colomer, 08820 el Prat de Llobregat, Spain",41.3111838,2.0923181
8270,Sakura-Ya,,"Japanese, Sushi, Asian",4.0,,"Avinguda Diagonal, 557","Uno De 50, Avinguda Diagonal, 557, 08029 Barcelona, Spain",41.3989776,2.1695371
8271,Tres Chiles,,€10 - €16,4.0,,Paris 163,"Paris, Carrer de Rios Rosas, 08801 Cornellà de Llobregat, Spain",41.358094,2.0894605
8272,Barietes,,"Lunch, Dinner",4.5,,"Ronda de Sant Pau, 5","Ronda de Sant Pau, 08001 Barcelona, Spain",41.3749809,2.1678835
8273,El Furacu,,€29 - €36,3.5,,"Girona, 52","Girona, Catalonia Square, Barcelona, Spain",41.3870006,2.169377
8274,Siamo Buona Pizza,,€15 - €22,4.0,,"Carrer del Comte Borrell, 163","Casa de Armonía Asiática, Carrer del Comte Borrell, 163 local 2, 08015 Barcelona, Spain",41.3831805,2.1547188
8275,Thelma&Louise,,€7 - €10,4.5,,Roger de Flor 135,"Roger de Flor, Carrer de Ribes, 08003 Barcelona, Spain",41.3925973,2.1813754
8276,Restaurante Boga,,"Italian, Pizza, Mediterranean, European",4.0,,"Ample, 20","Machete, Carrer Ample, 20, CP 08003 Barcelona, Spain",41.380127,2.1797562
8277,Takumi,,Asian,4.5,,Granvia de les Corts Catalanes 704,"Catalonia, Spain",41.66667,2.0
8278,Restaurant Saiko,,€10 - €15,4.0,,"Carrer de Villarroel, 140","Saiko, Carrer de Villarroel, 140, 08036 Barcelona, Spain",41.3869936,2.1545737
8279,Woki Playa,,€5 - €25,3.5,,"Passeig Maritim de la Barceloneta, 1","Passeig Marítim de la Barceloneta, 08071 Barcelona, Spain",41.384696,2.1956376
8280,Clandestino Cafe Bar,,,4.5,,Rossello 378,"Carrer del Rosselló, 8025 Barcelona, Spain",41.4063496,2.1746519
8281,Hamburgueseria torres,,"Fast Food, Spanish",4.5,,Davantdel Portal Nou 3,"Catalonia, Spain",41.66667,2.0
8282,Rincon Criollo Casanova,,€3 - €23,4.5,,"Carrer de Casanova, 70","Carrer de Casanova, 70, 08011 Barcelona, Spain",41.3853599,2.15914
8283,Deja Vu Restaurant,,€12 - €30,4.5,,Carrer Roger de Lluria 114,"Carrer Roger de Llúria, 08320 el Masnou, Spain",41.4846098,2.3173693
8284,Cantinho Brasileiro,,"Brazilian, Bar, Pub",4.0,,C/ Ample 43,"Carrer Ample, 43, 08002 Barcelona, Spain",41.3810782,2.1803649
8285,The Hideout,,€4 - €14,4.0,,Carrer de alzina 2-4,"Catalonia, Spain",41.66667,2.0
8286,MATAGANA,,"Mediterranean, Spanish, Bar, Pub, Soups, Catalan",4.0,,Republica Argentina 44,"Avenida Republica Argentina 187, Avinguda de la República Argentina, 08023 Barcelona, Spain",41.4114632,2.1416709
8287,Patato Gastro Food,,"European, Spanish",5.0,,"C/ Saragossa , 2","Carrer de Saragossa, 2, 08800 Vilanova i la Geltrú, Spain",41.235793,1.7266267
8288,Un Bocado,,€12 - €20,4.0,,"Carrer De Viladomat, 259","Un Bocado, Carrer de Viladomat, 259, 08029 Barcelona, Spain",41.3866556,2.1478966
8289,Restaurante Xamfra Gaudi,,€14 - €20,3.5,,"Valencia, 443","Valencia, Carrer de València, 08291 Ripollet, Spain",41.4943576,2.1695649
8290,Avenue Bar,,"Bar, Spanish, Fusion",4.0,,"Carrer Torrent de la Olla, 159","Catalonia, Spain",41.66667,2.0
8291,Crep Nova,,"Italian, Pizza, Spanish, European",3.5,,Passeig De Bonanova 12,"Passeig de la Bonanova, 08022 Barcelona, Spain",41.406455,2.1331198
8292,Bar Restaurante Olimpiada 92,,"Spanish, Mediterranean",4.5,,"Pellaires, 1","Plaça dels Pellaires, Mollet del Vallès, Catalonia, Spain",41.5389982,2.2190363
8293,El Wok Verdi,,"Chinese, Japanese, Sushi, Asian",4.0,,"Verdi, 20","Wok Verdi, Carrer de Verdi, 20, 08012 Barcelona, Spain",41.4035902,2.1572028
8294,El Coc,,€12 - €30,4.5,,"Carrer Topazi, 8","Carrer Topazi, 08191 Rubí, Spain",41.4887215,2.0260119
8295,The Balmes -Local Food-,,€10 - €30,4.5,,Carrer Balmes 12,"Carrer Balmes, 12, 08110 Montcada i Reixac, Spain",41.4822892,2.185501
8296,Al Jaima,,€10 - €30,4.0,,"Carrer Valencia, 218","Carrer Valencia, 08770 Sant Sadurní d'Anoia, Spain",41.4281682,1.7826155
8297,Asian Restaurant,,€6 - €12,4.0,,C/Arc de San Agusti 5,"Catalonia, Spain",41.66667,2.0
8298,Restaurante A Canota,,"Seafood, Spanish, Mediterranean",3.5,,"Industria, 314-316","Carrer de la Indústria, 08470 Sant Celoni, Spain",41.6857285,2.4944574
8299,Taj Indian,,€10 - €20,4.0,,Carrer de Bailen 219,"Carrer de Bailèn, 219, 08037 BCN Barcelona, Spain",41.402787,2.1626462
8300,Mealisa,,€10 - €30,5.0,,Avinguda Diagonal 501,"Avinguda Diagonal, 501, 08021 Barcelona, Spain",41.3916214,2.1421566
8301,Wok Yutaka,,"Japanese, Seafood, Sushi, Asian, Chinese",3.5,,Calle Rossellon 307,"carrer Rossellón, 08110 Montcada i Reixac, Spain",41.480885,2.1887194
8302,Nostalgic Vermuteria,,,4.5,,Calle Viladomat 38,"Viladomat, Plaça de l'Ajuntament, 08698 la Nou de Berguedà, Spain",42.1671835,1.884449
8303,Gimlet,,"Dinner, Drinks",4.0,,Calle Santalo 46,"Carrer de Santaló, 08021 Barcelona, Spain",41.396429,2.1447797
8304,Dal Presidente,,€5 - €15,5.0,,"Carrer de Calabria, 93","Carrer de Calàbria, 93, 08015 Barcelona, Spain",41.3793637,2.1550963
8305,Elvira,,"French, Mediterranean, Spanish",4.5,,"Carrer Tordera, 10-12","Carrer Tordera, 08360 Canet de Mar, Spain",41.5917792,2.57999
8306,Vi & Beers,,"Spanish, Pub",4.5,,"Carrer de Blai, 45-47","Carrer de Blai, 08001 Barcelona, Spain",41.3729517,2.1664379
8307,La Picnic,,€5 - €15,4.5,,Ataulf,"Catalonia, Spain",41.66667,2.0
8308,La Taina,,"Steakhouse, Barbecue, Spanish",4.0,,Bruniquer 24,"Bruniquer, Carrer de Bruniquer, 08037 BCN Barcelona, Spain",41.4056088,2.1621684
8309,Lobito,,"Mediterranean, Spanish",4.5,,"Llauder 1,","Carrer de Llauder, CP 08003 Barcelona, Spain",41.3814839,2.1832606
8310,Restaurante Casa Ferreiro,,"Spanish, Mediterranean",4.0,,"Calle Riera Blanca, 6","Riera Blanca, 08540 Sant Martí de Centelles, Spain",41.7716838,2.2180366
8311,Casa Luz,,"Mediterranean, Spanish",5.0,,"Carrer de Bonavista, 10","Carrer de Bonavista, 10, 08012 Barcelona, Spain",41.3980625,2.1594651
8312,Restaurante Hotel Market,,€20 - €22,3.5,,"C/Conde Borrell, 68","Catalonia, Spain",41.66667,2.0
8313,Braseria Cal Ramon,,€14 - €37,4.0,,"Avenida Gaudi, 74","Avinguda d'en Gaudí, Mediona, Spain",41.4770176,1.6091548
8314,Restaurante Nou Sanllehy,,€10 - €20,4.5,,"Av. Mare de Deu de Montserrat, 22","Avinguda mare de Déu de Montserrat, 08397 Pineda de Mar, Spain",41.6250378,2.6861134
8315,Mussol Arago,,€15 - €25,3.5,,"Carrer Arago, 261","Carrer Aragó, 08870 Sitges, Spain",41.2387213,1.8155559
8316,Little Corea,,€10 - €25,4.5,,C/ Villarroel 107,"La Villarroel, Carrer de Villarroel, 87, 08011 Barcelona, Spain",41.3845152,2.1573507
8317,Taverna La Parra,,"Mediterranean, Barbecue, Spanish",3.5,,"c/ Joanot Martorell, 3","Carrer de Joanot Martorell, 08014 Barcelona, Spain",41.3744671,2.1410273
8318,Albi,,€8 - €20,4.0,,Av Francesc Ferrer i Guardia 13,"Catalonia, Spain",41.66667,2.0
8319,Xampanyeria la fusta,,Spanish,4.5,,C/Creus 12 08370 Calella,"Carrer de Santes Creus, 12, 08110 Montcada i Reixac, Spain",41.4826154,2.1683244
8320,Valmas Barcelona,,€17 - €190,4.0,,Carrer de Mallorca 235,"Carrer de Mallorca, 235, 8007 Barcelona, Spain",41.3920712,2.1597302
8321,Nico Pizzeria,,€2 - €10,4.0,,Gran de gracia 123,"Carrer Gran de Gràcia, 08012 Barcelona, Spain",41.4016856,2.1533142
8322,Alt Heidelberg,,"German, Bar, European, Central European",3.5,,Ronda de la Universitat 5,"Alt Heidelberg, Ronda de la Universitat, 5, 08007 Barcelona, Spain",41.386277,2.1652045
8323,Mucho Sake,,€10 - €50,4.5,,Carrer Rossello 556-558,"Carrer Rosselló, 08242 Manresa, Spain",41.7320892,1.8287143
8324,IL Giardinetto,,"Mediterranean, Italian",4.0,,"La Granada Del Penedes, 28","la Granada, Catalonia, Spain",41.3766679,1.7186912
8325,4 latas,,€15 - €30,4.0,,"Carrer de Muntaner, 211","Carrer de Muntaner, 211, 08011 Barcelona, Spain",41.3916473,2.1526632
8326,2D2Dspuma Cervezas Selectas,,"Fast Food, Pub",4.5,,Calle de La Manigua 8,"2D2Dspuma, Carrer de la Manigua, 8, 08027 Barcelona, Spain",41.4225474,2.1794557
8327,Rancho Burger,,€6 - €10,4.0,,"Carrer de Llull, 230","Carrer de Llull, 230, 08005 Barcelona, Spain",41.4024461,2.2048719
8328,O'novo Chispa,,€10 - €100,4.5,,"Carretera De La Bordeta, 26","Carretera de la Bordeta, 08014 Barcelona, Spain",41.3727768,2.1426638
8329,Tres Suenos,,,4.5,,Moll del Parc de la Pau,"la Pau, Catalonia, Spain",41.4231,2.20566
8330,Babol Burguer,,"American, Bar",4.0,,Antigua Ctra de Mataro 14,"Mataró, Catalonia, Spain",41.54211,2.4445
8331,Bar Restaurante Jardin,,€9 - €10,4.5,,"c/ Avila, 143","Àvila, Carrer d'Àvila, 08620 Sant Vicenç dels Horts, Spain",41.3995677,1.9989047
8332,Hanoi,,Thai,4.0,,"Placa Letamendi, 27","Plaça del Doctor Letamendi, l'Antiga Esquerra de l'Eixample, Barcelona, Catalonia, Spain",41.3888898,2.1609687
8333,Lindt Rambla Cataluna,,"Breakfast, Lunch, Dinner",4.5,,"Rambla de Catalunya, 86","Rambla de Catalunya, Barcelona, Spain",41.3906931,2.1639822
8334,Quiote Mezcaleria,,Mexican,5.0,,"Carrer de Calabria, 98","Bella Sushi, Carrer de Calàbria, 98, 08015 Barcelona, Spain",41.3794057,2.1556603
8335,Bar Paris,,€7 - €21,4.0,,Paris 187,"Paris, Carrer de Rios Rosas, 08801 Cornellà de Llobregat, Spain",41.358094,2.0894605
8336,Bodega Monumental Carrer Marina,,€20 - €60,4.0,,"Carrer de la Marina, 183","Carrer de la Marina, 183, 08013 Barcelona, Spain",41.3995678,2.1799103
8337,Piccolo,,Spanish,4.5,,"Calle Rocafort, 130","Carrer Rocafort, 08271 Artés, Spain",41.794838,1.9463363
8338,The Greenhouse,,€19 - €25,4.0,,"C. Bergara, 6-8","Hotel Catalonia Plaça Catalunya, Carrer de Bergara, 08007 Barcelona, Spain",41.3863262,2.1681968
8339,Mitte Restaurant,,€10 - €28,4.5,,Villarroel 106,"La Villarroel, Carrer de Villarroel, 87, 08011 Barcelona, Spain",41.3845152,2.1573507
8340,Voila Fast Good,,€5 - €12,5.0,,"Carrer Lleida, 33","carrer Lleida, Vilada, Spain",42.1385805,1.9344739
8341,Pinketts cocina&barra,,€10 - €35,5.0,,Rambla del Raval 43,"Rambla del Raval, Barcelona, Spain",41.3786363,2.1694027
8342,Bar Restaurante Victoria,,"Catalan, Spanish",3.5,,"Carrer dels Angels, 8","Carrer dels Angels, 08187 l'Ametlla del Vallès, Spain",41.6422147,2.2447735
8343,Cafe de L'Opera,,,3.5,,"La Rambla, 74","Tavertet, Catalonia, Spain",42.0135355,2.425772
8344,Nissaga,,€10 - €20,4.0,,Calle Escudellers,"Carrer dels Escudellers, 80002 Barcelona, Spain",41.3799218,2.1766799
8345,Nineteen 19,,"European, International, Mediterranean",4.5,,"Gran Via de Les Corts Catalanes, 668","Gran Via de les Corts Catalanes, 668-664, 08010 Barcelona, Spain",41.3915757,2.1715558
8346,Opium Barcelona,,€40 - €45,3.5,,"Paseo Maritimo de la Barceloneta, 34","la Barceloneta, Catalonia, Spain",41.3799,2.18971
8347,Cafe & Te,,€12 - €20,4.5,,"Calle Europa, 13","Carrer Europa, 08784 Piera, Spain",41.5250377,1.7533454
8348,The Haissala's,,€8 - €15,5.0,,Ronda General Mitre 220,"Ronda del General Mitre, 08022 Barcelona, Spain",41.4027707,2.1379369
8349,La Biennal,,"Mediterranean, European, Spanish",3.5,,"Rambla Poblenou, 76","Rambla Poblenou, Rambla del Poblenou, 08018 Barcelona, Spain",41.4046882,2.1967694
8350,Lizarran,,"Mediterranean, Spanish, Diner",4.0,,Comte De Urgell 92,"Carrer del Comte d'Urgell, 08100 Mollet del Vallès, Spain",41.5423892,2.211242
8351,D’Aprop,,€14 - €32,4.0,,"Carrer Trafalgar, 26","Carrer Trafalgar, 08340 Vilassar de Mar, Spain",41.5041301,2.387879
8352,Casa Almirall,,"Bar, Spanish, Pub",4.0,,Joaquin Costa 33,"Carrer de Joaquín Costa, 08338 Premià de Dalt, Spain",41.5010455,2.3584167
8353,Cuina de Mercat,,"Mediterranean, Spanish",4.0,,"Passeig de Fabra i Puig, 148","Passeig de Fabra i Puig, 08031 Barcelona, Spain",41.4303053,2.1755374
8354,9 Reinas Gourmet,,"Argentinean, Steakhouse, South American",4.0,,"C/ Ganduxer, 28","Carrer de Ganduxer, 28, 08021 Barcelona, Spain",41.3936996,2.138697
8355,Ahumar Cuina & Art,,€4 - €12,5.0,,Lancaster 20,"Carrer de Lancaster, 20, 08001 Barcelona, Spain",41.3782428,2.1747265
8356,Buenas Migas,,"Cafe, Fast Food, Spanish, Italian",4.5,,Sant Josep Pla 120 Polygon,"Catalonia, Spain",41.66667,2.0
8357,Frankfurt Valles,,"German, Fast Food",4.0,,"Gran de Gracia, 84","Carrer Gran de Gràcia, 08012 Barcelona, Spain",41.4016856,2.1533142
8358,Essence at Espaisucre,,European,4.0,,Calle Sant Pere Mes Alt 72,"Carrer Sant Pere Més Alt, 08301 Mataró, Spain",41.5414289,2.4448454
8359,Restaurante Xerinola,,Seafood,4.0,,"La Rambla, 96","La Rambla, 96, 80002 Barcelona, Spain",41.3823568,2.1724339
8360,Kobu - Poble Sec,,"Japanese, Sushi, Asian",4.0,,"Carrer del Poeta Cabanyes, 19","The Tatami Room, Carrer del Poeta Cabanyes, 19, 08001 Barcelona, Spain",41.3741468,2.1656821
8361,Restaurante Bona Sort,,€20 - €25,3.5,,Carrer Carders N_ 12,"Catalonia, Spain",41.66667,2.0
8362,Deleit Sushi,,"Japanese, Sushi, Asian",4.0,,Travessera de Les Corts 220,"Cafè & Teca, Travessera de les Corts, 220, 08014 Barcelona, Spain",41.3842153,2.1312225
8363,El Celler del Vermut,,€15 - €35,4.0,,Calle Lepanto 239,"Carrer Lepanto, 08210 Barberà del Vallès, Spain",41.510551,2.1252448
8364,Negronix Bar Cocktails & Street Food,,€10 - €20,4.5,,Trinxant,"Carrer de Trinxant, 08026 Barcelona, Spain",41.4152231,2.184695
8365,El Jardi de l'Abadessa,,€22 - €65,3.5,,"Abadessa Olzet, 26","Catalonia, Spain",41.66667,2.0
8366,Mon Plaisir BCN,,€9 - €35,4.5,,Calle enrique granados 72,"Catalonia, Spain",41.66667,2.0
