,title,icon_prize,average_price,users_rate,number_reviews,street,address_formatted,lat,lon
8880,Bronzo Spuntino Bar,,€15 - €25,4.5,,"Corsega, 307","Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
8881,Via Napoli Ristorante Pizzeria,,€9 - €25,5.0,,Carrer de Napols 256,"Carrer de Nàpols, 256, 08013 Barcelona, Spain",41.4018476,2.1710937
8882,Poke Maoli,,€10 - €15,4.5,,Carrer Sevilla 80,"Carrer Sevilla, 08303 Mataró, Spain",41.5486206,2.4337886
8883,Yatai,,€8 - €20,4.0,,Comte D'urgell 112,"Comte d'Urgell, Gran Via de les Corts Catalanes, 08015 Barcelona, Spain",41.3820143,2.1582348
8884,La Fourmi,,€10 - €15,4.5,,"Mila I Fontanals, 58","Milà i Fontanals, Carrer de l'Estadi Atlètic, 08710 Igualada, Spain",41.5836374,1.6018876
8885,Bao Bao,,€5 - €10,4.5,,"Carrer de Riego, 23","Carrer de Riego, 08014 Barcelona, Spain",41.3768219,2.1383691
8886,Semproniana,,,4.0,,Rossello 148,"Semproniana, Carrer del Rosselló, 148, 08036 Barcelona, Spain",41.3910022,2.1545564
8887,Restaurante Mi Rincon,,€9 - €23,4.5,,Avenida Diagonal 303,"Avinguda Diagonal, 303, 08013 Barcelona, Spain",41.3997451,2.1733084
8888,Temaki-ya,,€5 - €20,4.5,,"Carrer Gignas, 28","Temaki-ya, Carrer d'en Gignàs, 28, 08002 Barcelona, Spain",41.3813364,2.180251
8889,Bodega Monumental,,,4.0,,"Creu Coberta, 87","Carrer de la Creu Coberta, 8015 Barcelona, Spain",41.3750783,2.1482657
8890,Del Duero Wine Bar,,€12 - €35,4.5,,"Avenida Francesc Ferrer i Guardia, 13","Catalonia, Spain",41.66667,2.0
8891,Florida Grill,,"Mediterranean, Catalan, Barbecue",4.0,,"Calle Floridablanca, 119","Carrer Floridablanca, 08301 Mataró, Spain",41.5390542,2.4534399
8892,GAMBITO BCN,,"Spanish, Mediterranean, European, Central European, International",4.0,,"Rosello, 242","Carrer del Roselló, 08303 Mataró, Spain",41.5369114,2.426776
8893,La Barra del Gourmet,,"Mediterranean, Spanish",5.0,,"C/ Diputacio, 164","Diputació, 08733 Puigdàlber, Spain",41.4039736,1.6994345
8894,Bouquet Experience,,€15 - €30,4.5,,"Carrer de Roger de Lluria, 35","Carrer de Roger de Lluria, 35, 08923 Santa Coloma de Gramenet, Spain",41.4428093,2.2127123
8895,Mr Porter,,€2 - €180,4.5,,Carrer del Rossello 265,"Hotel Sir Victor, Carrer del Rosselló, 265, 08008 Barcelona, Spain",41.3961876,2.1609748
8896,The Green Spot,,"Mediterranean, European",4.0,,Calle de la Reina Cristina 12,"Green Spot, Carrer de la Reina Cristina, 12, 08003 Barcelona, Spain",41.381876,2.1836445
8897,Da Greco,,,4.0,,Carrer Sta Teresa,"Carrer Santa Teresa, 08850 Gavà, Spain",41.3064334,1.9987597
8898,Denassus,,"Mediterranean, Spanish, Wine Bar, Catalan, Fusion",5.0,,"Blai, 53","Blai, Carrer de Blai, 08015 Barcelona, Spain",41.3742769,2.1630491
8899,Belliny,,€2 - €11,4.5,,Gran Via de Les Corts Catalanes 555,"Gran Via de les Corts Catalanes, 555, 08011 Barcelona, Spain",41.3838453,2.1604292
8900,Arturo,,"Mediterranean, Spanish, European",4.5,,104 C/Sagunt,"Arturo, Carrer de Sagunt, 104, 08014 Barcelona, Spain",41.3733474,2.1362062
8901,Bun Bo Vietnam,,€10 - €15,4.0,,"Calle Sagristans, 3","Carrer dels Sagristans, 08002 Barcelona, Spain",41.3852318,2.1755573
8902,El Club De La Hamburguesa,,€4 - €9,4.0,,"Valdonzella , 3","Catalonia, Spain",41.66667,2.0
8903,Mazah Restaurant,,"Lebanese, Mediterranean, Middle Eastern",4.5,,Avenida Gran Via de les Corts Catalanes 618,"Pomo di Oro, Gran Via de les Corts Catalanes, 618, 08007 Barcelona, Spain",41.3878102,2.1665612
8904,ELS TRES PORQUETS,,€30 - €50,4.0,,Poblenou 165,"08005 Barcelona, Spain",41.400527,2.2017292
8905,Chennai Masala Dosa,,€6 - €15,4.0,,Calle Galileo 326,"Galileo, Carrer d'Aribau, 152, 08036 Barcelona, Spain",41.3921399,2.1545275
8906,La Cambicha,,€6 - €8,4.5,,"Carrer Poeta Cabanyes, 43","Carrer del Poeta Cabanyes, 08880 Cubelles, Spain",41.2048774,1.6725328
8907,Nomo Gracia,,€35 - €50,4.0,,Carrer Gran de Gracia 13,"Carrer Gran de Gràcia, 08012 Barcelona, Spain",41.4003762,2.154841
8908,Velissima,,€40 - €70,4.5,,Paseo Juan de Borbon 103,"Catalonia, Spain",41.66667,2.0
8909,Charlot Cafe,,"Cafe, European, Spanish",4.5,,Aribau 67,"Aribau, 08204 Sabadell, Spain",41.5283818,2.1105725
8910,Kasarap Filipino Kitchen,,€5 - €20,5.0,,Consell de Cent 141,"Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
8911,La Modesta,,"Latin, Peruvian, South American",5.0,,Calle Blanco 32 esquina panissars 2 bis,"Catalonia, Spain",41.66667,2.0
8912,Xiringuito Escriba,,,4.0,,"Avinguda Litoral, 62","Ronda Litoral, 08039 Barcelona, Spain",41.3600484,2.1660035
8913,Orea Barcelona,,"International, Mediterranean, Fusion",5.0,,"Carrer de Valencia, 193, 08011 Barcelona","Carrer de València, 08011 Barcelona, Spain",41.3856535,2.1539378
8914,Bodega La General,,€5 - €25,4.5,,Calle Vapor Vell 12,"Catalonia, Spain",41.66667,2.0
8915,Pizzeria L'Antica Napoli,,"Italian, Pizza, European",4.5,,Carrer de la Concordia 53,"Carrer de la Concòrdia, 08015 Barcelona, Spain",41.3738216,2.1605207
8916,La Taverna del Clinic,,€30 - €148,4.0,,"Rossello, 155","Carrer del Rosselló, 08037 Barcelona, Spain",41.4002875,2.1666028
8917,La Candela,,€13 - €25,4.0,,Placa Sant Pere 12,"Viver i Serrateix, Catalonia, Spain",41.9268784,1.8078368
8918,Il Duomo & La Mole,,"Italian, Pizza, European",4.5,,Plaza Mossen Clapes 14,"Plaça de Mossèn Clapés, 08016 Barcelona, Spain",41.4421509,2.1867401
8919,Crema Canela,,€20 - €30,4.0,,"Pasaje Madoz, 6","Passatge de Madoz, 80002 Barcelona, Spain",41.3805842,2.1746394
8920,Sushifresh,,€15 - €30,4.5,,Calle Europa 24,"Carrer Europa, 08784 Piera, Spain",41.5250377,1.7533454
8921,Kibuka,,€22 - €27,4.0,,Verdi 64,"Kibuka, Carrer de Verdi, 64, 08035 Barcelona, Spain",41.4048777,2.1558337
8922,Ten's,,€35 - €50,4.0,,"Carrer del Rec, 79","La Mesa, Carrer del Rec, 79, CP 08003 Barcelona, Spain",41.3842992,2.1841482
8923,La Rita,,,4.0,,"Aragon, 279","Arxiu de la Corona d'Aragó, Carrer de la Marina, 0805 Barcelona, Spain",41.3947373,2.1860613
8924,Casa Jaime,,,4.0,,Consell de Cent 222,"Consell de Cent, Carrer del Consell de Cent, 8015 Barcelona, Spain",41.3754015,2.143262
8925,El Balista,,€9 - €30,4.5,,Joan Torras 26,"Joan Torras, Passeig de Torras i Bages, 08030 Barcelona, Spain",41.4374107,2.1910227
8926,El Rebost De Sant Antoni,,"Mediterranean, Spanish, Catalan, Deli",4.5,,"Comte D'Urgell, 19","Comte d'Urgell, Gran Via de les Corts Catalanes, 08015 Barcelona, Spain",41.3820143,2.1582348
8927,Bar Veraz,,,4.5,,Avinguda de Francesc Cambo 14,"Avinguda de Francesc Cambó, Barcelona, Spain",41.3864138,2.1780738
8928,Woki Organic Market,,€10 - €20,4.0,,"Ronda Universitat, 20","Ronda Universitat, Carrer de Pelai, 08007 Barcelona, Spain",41.3859863,2.1652431
8929,Can Sole,,,4.0,,"Calle Sant Carles, 4","Sant Carles, Galeries Sant Carles, 08401 Granollers, Spain",41.6084569,2.285578
8930,Rio Dragon,,"Chinese, Asian",4.5,,"Carrer de l'oblit, 3","Carrer de l'Oblit, 08041 Barcelona, Spain",41.4200569,2.1786843
8931,La Gilda,,€5 - €15,4.5,,Calle Girona 175,"carrer Girona, Vilada, Spain",42.1383248,1.9352653
8932,Ikibana Borne,,€30 - €70,4.0,,"Passeig Picasso, 32","Passeig de Picasso, 08003 Barcelona, Spain",41.3874688,2.1832545
8933,Pelatti's Vermuteria,,€6 - €10,5.0,,Calle de Floridablanca 24,"Carrer de Floridablanca, 08011 Barcelona, Spain",41.3817025,2.1627769
8934,La Pineda Xarcuteria,,€20 - €30,4.0,,"Carrer del Pi, 16","ENRIQUE TOMAS. Pernileria-Jamineria, Carrer del Pi, 16, 80002 Barcelona, Spain",41.3828611,2.1740498
8935,SantaBel,,€10 - €60,4.5,,"Paris, 67","Paris, Carrer de Rios Rosas, 08801 Cornellà de Llobregat, Spain",41.358094,2.0894605
8936,Nice People BB,,"American, Bar, Fast Food, Mexican, British",4.5,,Calle Rosellon 235,"Catalonia, Spain",41.66667,2.0
8937,Torre d'Alta Mar,,,4.0,,Passeig Joan de Borbo 88,"Pg Joan de Borbó, Passeig de Joan de Borbó, 72 Barcelona, Spain",41.3800122,2.1871883
8938,Dolce Pizza y Los Veganos,,,4.5,,"C. Hipolito Lazaro 34, esq Pi Margall","Catalonia, Spain",41.66667,2.0
8939,Bar Celta Pulperia,,"Bar, Seafood, Mediterranean, Spanish, Catalan",4.0,,"Carrer Simo Oller, 3","Carrer de Simó Oller, 08002 Barcelona, Spain",41.3796768,2.1804585
8940,Oviso,,"Bar, Spanish",4.0,,Carrer de arai 5,"Arai, Carrer d'Avinyó, 30, 80002 Barcelona, Spain",41.3807524,2.1773052
8941,Boca Oreja,,€15 - €25,4.5,,"Carrer de Blai, 28","La Lia de'n Vicius, Carrer de Blai, 28, 08001 Barcelona, Spain",41.373837,2.1643515
8942,Euskal Etxea,,,4.0,,"Placeta Montcada, 1-3","Placeta de Montcada, CP 08003 Barcelona, Spain",41.3843748,2.1821365
8943,La Gambeta,,€23 - €46,4.0,,"Fusina, 3","Carrer de la Fusina, Barcelona, Spain",41.3864095,2.1832549
8944,Soco,,,4.0,,"Calle PI I Margall, 41","Carrer Pi i Margall, 08980 Sant Feliu de Llobregat, Spain",41.3808382,2.0445961
8945,El Corte Ingles,,,4.0,,"Plaza de Cataluya, 14","Catalonia, Spain",41.66667,2.0
8946,Senor Pina Beach,,€6 - €13,5.0,,Salvador Espriu 61,"Salvador Espriu, 08173 Sant Cugat del Vallès, Spain",41.4799827,2.0877754
8947,Ramblero de la Boqueria,,"Seafood, Mediterranean, European, Spanish, Catalan",4.0,,"Les Rambles, 91 Mercat de la Boqueria","Catalonia, Spain",41.66667,2.0
8948,Can Nico Restaurant,,€20 - €70,4.5,,"Avinguda Diagonal, 301 Esquina Calle Napoles 217","Catalonia, Spain",41.66667,2.0
8949,La Mestressa,,,4.0,,Plaza d'Osca,"Plaça d'Osca, Barcelona, Spain",41.3760343,2.1386735
8950,Bodega Amposta,,€15 - €30,4.5,,Carrer d'Amposta 1,"Carrer d'Amposta, Sant Cugat del Vallès, Spain",41.4804807,2.0620746
8951,3 Focs,,€15 - €60,4.0,,"Calle de Valencia, 207","Yakumanka, Carrer de València, 207, 08007 Barcelona, Spain",41.3902658,2.15992
8952,La Venta,,€30 - €44,4.0,,Plaza Doctor Andreu,"Pl Doctor Andreu, Avinguda del Tibidabo, 08022 Barcelona, Spain",41.4161126,2.1311444
8953,Ramen ya Ajisen,,€9 - €20,4.5,,Marques de Sentmenat 20,"Carrer del Marquès de Sentmenat, 08029 Barcelona, Spain",41.3853667,2.1406735
8954,Taller de Tapas Sant Josep Oriol,,,4.0,,Plaza Sant Josep Oriol 9,"Catalonia, Spain",41.66667,2.0
8955,Veiga Bar Tapas,,"Mediterranean, Spanish, European",4.5,,"Carrer Dos De Maig, 298","Carrer Dos de Maig, 08241 Manresa, Spain",41.7269415,1.8185608
8956,Alive Restaurant,,€18 - €35,4.5,,Travessera de les Corts 180,"Travessera de les Corts, 08021 Barcelona, Spain",41.3891656,2.1391362
8957,Kilo,,"Mediterranean, European, Spanish",4.0,,Balmes 165,"Carrer de Balmes, 165, 080007 Barcelona, Spain",41.3946993,2.1551994
8958,PIZZERIA LA NOVA FONTANA,,€3 - €14,4.5,,"Santjoanistes, 6","Carrer de les Santjoanistes, 6, 08006 Barcelona, Spain",41.403247,2.1476531
8959,Bar Central la Boqueria,,,4.0,,"Rambla 91, Mercat de la Boqueria","Catalonia, Spain",41.66667,2.0
8960,La Picanteria de l'Escriba,,€10 - €40,4.0,,Maria Aguilo 59,"Aguiló, Bagà, Catalonia, Spain",42.2862744,1.7168283
8961,La Cava,,"Mediterranean, European, Spanish",4.5,,C/Corsega 339,"Còrsega, 08192 Sant Quirze del Vallès, Spain",41.5294463,2.0700326
8962,Restaurante Nogal,,€9 - €35,4.0,,"Carrer de la Diputacio, 412","Nogal, Carrer de la Diputació, 412, 08013 Barcelona, Spain",41.3989677,2.178717
8963,Restaurante Can Pineda,,"Mediterranean, Spanish, Catalan",4.5,,"Calle Sant Joan de Malta, 55 - Bajo","Catalonia, Spain",41.66667,2.0
8964,Lalola,,"Mediterranean, European, Spanish, Catalan",4.0,,"Escorial, 15","Escorial Vedruna, Plaça de Santa Eulàlia, Vic, Spain",41.9295895,2.2601788
8965,Restaurant Casa Carmen Paseo de Gracia,,,4.0,,"Carrer de Casp, 17","Paseo de Garcia, Carrer de Casp, 17, 08010 Barcelona, Spain",41.3892981,2.1704199
8966,Bilbao Berria,,€14 - €41,4.0,,"Placa Nova, 3","Plaça Nova, Barcelona, Spain",41.3841794,2.1751164
8967,Belushi's,,€4 - €15,4.0,,Carrer de Bergara 3,"Belushi's, Carrer de Bergara, 3, 08002 Barcelona, Spain",41.3860376,2.1674444
8968,Milano Cocktail Bar,,Bar,4.0,,"Ronda de la Universitat, 35","Milano, Ronda de la Universitat, 35, 08007 Barcelona, Spain",41.3872515,2.1676245
8969,Buenaventura Cafe,,,4.5,,"Trafalgar, 50","les Roquetes, Barcelona, Catalonia, Spain",41.4488816,2.1748413
8970,El Bitxo,,,4.0,,Verdaguer i Callas 9,"Catalonia, Spain",41.66667,2.0
8971,Restaurante Hidalgo,,"Mediterranean, European, Spanish",4.5,,Calle Balmes 396,"Carrer Balmes, 08600 Berga, Spain",42.1044459,1.8477883
8972,Rosal 34,,,4.5,,Carrer del Roser 34,"Rosal 34, Carrer del Roser, 34, 08004 Barcelona, Spain",41.3733324,2.1665157
8973,Restaurante Dhaba,,€20 - €30,4.5,,Paseo de Manuel Girona 50,"Catalonia, Spain",41.66667,2.0
8974,Hotel Restaurant La Ciudadela,,"Spanish, Catalan",4.0,,Passeig Lluis Companys 2,"Passeig Lluís Companys, 08420 Canovelles, Spain",41.6169275,2.2776875
8975,The Quick Greek Gotico,,"Fast Food, Mediterranean, Greek",4.5,,Calle Escudellers 40,"Carrer dels Escudellers, 80002 Barcelona, Spain",41.3799218,2.1766799
8976,Restaurante Pirineus,,€10 - €23,4.0,,"Carrer de Duran i Bas, 3","Carrer de Duran i Bas, 3, 08002 Barcelona, Spain",41.3854403,2.1739168
8977,Kynoto Sushi Bar,,€20 - €35,4.5,,C/ Correu Vell 8.,"Kynoto Sushi Bar, Carrer del Correu Vell, 8, 08002 Barcelona, Spain",41.3815548,2.1797645
8978,Restaurante Somorrostro,,,4.0,,"Sant Carles, 11","Sant Carles, Galeries Sant Carles, 08401 Granollers, Spain",41.6084569,2.285578
8979,Guell Away,,"Spanish, Catalan",5.0,,Carrer de Larrard 39,"Carrer de Larrard, 08024 Barcelona, Spain",41.4123123,2.1539978
8980,Tabarlot,,,4.0,,"Carrer de Sant Pau, 4","Carrer de Sant Pau, 4, 08800 Vilanova i la Geltrú, Spain",41.2263828,1.7262758
8981,Estimar,,,4.5,,"Carrer de Sant Antoni dels Sombrerers, 3","Estimar, Carrer de Sant Antoni dels Sombrerers, 3, 08003 Barcelona, Spain",41.384149,2.1816649
8982,Taller de Tapas - Argenteria,,,4.0,,"Argenteria, 51","Argenteria, Carrer de l'Argenteria, CP 08003 Barcelona, Spain",41.3837836,2.1799953
8983,Belleville,,€11 - €30,5.0,,"Carrer del Joncar, 17","Carrer del Joncar, Barcelona, Spain",41.4003177,2.2035724
8984,Tresss I No Res,,"Italian, Pizza, Mediterranean, European, Spanish",4.5,,"Calle Comte D'Urgell, 27","Carrer Comte d'Urgell, 08859 Begues, Spain",41.3296319,1.9331417
8985,Mutenroshi Ramen,,€9 - €12,4.0,,"Carrer de Sant Agusti, 10","Swagatam, Carrer de Sant Agustí, 10, 08012 Barcelona, Spain",41.3982888,2.1607353
8986,Matsuri Sushi Bar,,€28 - €120,4.5,,Placa del Regomir 1,"Matsuri, Plaça del Regomir, 1, 08002 Barcelona, Spain",41.3816781,2.1788077
8987,El Atril,,"Mediterranean, European, Spanish, Catalan",4.0,,23 Calle Dels Carders,"Carrer dels Carders, 08204 Sabadell, Spain",41.5282016,2.1129728
8988,El Nacional,,,4.0,,"Paseo de Gracia 24, bis","Catalonia, Spain",41.66667,2.0
8989,Chalito Rambla,,€5 - €14,4.0,,Rambla Catalunya 12,"Rambla de Catalunya, 08007 Barcelona, Spain",41.392756,2.1611337
8990,Txapeldun Egarri,,"Mediterranean, European, Spanish",4.0,,"Passeig Fabra I Puig, 159","Passeig Fabra i Puig, Avinguda Meridiana, 08016 Barcelona, Spain",41.4304722,2.1835113
8991,Portal De La Pau,,"European, Catalan",4.5,,"Placa Portal de la Pau, 4","Portal de la Pau, Passeig de Colom, CP 08003 Barcelona, Spain",41.376698,2.178483
8992,La Particcela,,"Mediterranean, Bar, European, Spanish",4.5,,Girona 90,"Girona, Catalonia Square, Barcelona, Spain",41.3870006,2.169377
8993,Aguaribay,,"Mediterranean, European, Spanish",4.5,,Carrer del Taulat 95,"Aguaribay, Carrer del Taulat, 95, 08005 Barcelona, Spain",41.399123,2.2050353
8994,Cana de Azucar,,,4.0,,Calle Muntaner 69,"Muntaner, Via Augusta, 08021 Barcelona, Spain",41.3986188,2.1428749
8995,Can Bigotis,,€12 - €50,4.5,,Carrer de Badajoz 36,"Can Bigotis, Carrer de Badajoz, 36, 08005 Barcelona, Spain",41.3959987,2.1990598
8996,La Taberna del Cobre,,€11 - €40,4.0,,Calle Argenteria 53,"Argenteria, Carrer de l'Argenteria, CP 08003 Barcelona, Spain",41.3837836,2.1799953
8997,Restaurante Xaloc,,,4.0,,"Carrer de la Palla, 13-17","Carrer de la Palla, 08002 Barcelona, Spain",41.383178,2.1744511
8998,Fermi Puig,,"Mediterranean, European, Spanish, Catalan, Contemporary",4.0,,"Carrer Balmes, 175","Carrer Balmes, Ripollet, Spain",41.4942494,2.1597027
8999,BrewDog Barcelona,,€10 - €20,4.0,,"Calle Casanova, 69","Casanova, Montmajor, Catalonia, Spain",41.9614742,1.7385128
9000,El Trapio Restaurante,,"Mediterranean, European, Spanish, Catalan",4.0,,"Esperanca, 25","Corredor Santa Esperança, 08402 Granollers, Spain",41.6079047,2.2886353
9001,Messie Sin Gluten,,€8 - €20,4.5,,Carrer de Muntaner 109,"Carrer de Muntaner, 109, 08036 Barcelona, Spain",41.3892078,2.1556052
9002,Bosc de les Fades,,,4.0,,Pasaje de la banca nr 7,"Catalonia, Spain",41.66667,2.0
9003,Enigma Concept,,Dinner,4.5,,"Sepulveda, 38","Enigma, Carrer de Sepúlveda, 38-40, 8015 Barcelona, Spain",41.3766923,2.154109
9004,Kibuka,,,4.0,,"9, Goya Street","Teatre Goya, Carrer de Torres i Amat, 2, 08011 Barcelona, Spain",41.384087,2.164267
9005,Can Majo,,,4.0,,Almirall Aixada 23,"Pg Joan de Borbó - Almirall Aixada, Passeig de Joan de Borbó, 72 Barcelona, Spain",41.3775692,2.1881898
9006,La Vespa Burger Bar,,€10 - €20,4.0,,"Torrent de l""Olla 99","Torrent de l'Olla, Carrer del Torrent de l'Olla, 221, 08012 Barcelona, Spain",41.4066828,2.1518689
9007,Cal Pep,,€28 - €37,4.0,,Placa De Les Olles 8,"Plaça de les Olles, Barcelona, Spain",41.3837473,2.1832402
9008,Greco's of Brooklyn,,€8 - €20,4.5,,Calle Mallorca 308,"Carrer Mallorca, 08110 Montcada i Reixac, Spain",41.4936096,2.1863173
9009,Taperia Ordesa,,,4.0,,"Gran Via de les Corts Catalanes, 522","Gran Via de les Corts Catalanes, 08018 Barcelona, Spain",41.4101378,2.1957677
9010,Coure,,€54 - €75,4.0,,Passatge Marimon 20,"Passatge de Marimon, 20, 08021 Barcelona, Spain",41.3943374,2.1478356
9011,El Mercat,,,4.0,,"Bruc, 31","el Bruc, Catalonia, Spain",41.5792357,1.7812982
9012,Gustos Bcn Arenas,,€11 - €22,4.0,,Centro Comercial ARENAS,"Catalonia, Spain",41.66667,2.0
9013,La Pedreta,,€10 - €30,4.0,,"Carrer De La Marina, 271","Carrer de la Marina, 08013 Barcelona, Spain",41.3999533,2.1801436
9014,Kook,,€20 - €30,4.5,,Passeig Sant Joan 85,"passeig del Riu, 08250 Sant Joan de Vilatorrada, Spain",41.7399116,1.8066353
9015,Distributrice Healthy Food Concept,,€6 - €14,4.5,,"C/ Comte D_Urgell, 130","Comte d'Urgell, Gran Via de les Corts Catalanes, 08015 Barcelona, Spain",41.3820143,2.1582348
9016,Bar Sant Pere,,,4.5,,"Carrer De Sant Pere Mes Alt, 28","Bär Sant Pere, Carrer de Sant Pere Més Alt, 28, 08003 Barcelona, Spain",41.3880755,2.1763052
9017,Els Pinxus Barra de tapes,,"Spanish, Mediterranean, Catalan",4.5,,Compte Urgell 241,"Urgell, Catalonia, Spain",41.38244,2.15901
9018,Bodega la Puntual,,,4.0,,"Carrer Montcada, 22","Carrer Montcada, 08402 Granollers, Spain",41.6190114,2.2927717
9019,Senyor Vermut,,"Bar, Mediterranean, European, Spanish, Catalan",4.5,,"Provenca, 85","Provença, Intercanviador Diagonal - Provença (L3 - L5 - FGC, 080007 Barcelona, Spain",41.3932454,2.1575069
9020,Habana Vieja Restaurant Cubano,,"Caribbean, Latin, Cuban, Central American",4.5,,"Banys Vells, 2","Carrer dels Banys Vells, CP 08003 Barcelona, Spain",41.3842781,2.181061
9021,Tatin Bistro,,"Latin, Cafe, Argentinean, South American",5.0,,Napols 314,"La Caníbal, Carrer de Nàpols, 314, 08037 BCN Barcelona, Spain",41.4041671,2.1680604
9022,Casa Jordi,,"Mediterranean, European, Spanish, Catalan",4.5,,"Passatge Marimon, 18","Passatge de Marimon, 18, 08021 Barcelona, Spain",41.3944599,2.1476712
9023,Bicioci Bike Cafe',,"Cafe, Pizza, European",4.5,,Calle Venus 1-3 08012 Barcelona,"Carrer Venus, 08930 Sant Adrià de Besòs, Spain",41.4189119,2.2190568
9024,Nomo Galvany,,€28 - €46,4.0,,"Madrazo, 135","Kuo, Carrer dels Madrazo, 135, 08006 Barcelona, Spain",41.3965669,2.1442347
9025,MEXCLA Tapas y Cocteleria Mexicana,,€12 - €36,4.0,,Carrer de Ramon y Cajal 35,"Carrer de Ramon y Cajal, 08812 Sant Pere de Ribes, Spain",41.2262275,1.7491603
9026,Canta Y No Llores,,€12 - €30,4.5,,Calle Princesa 53,"Carrer Princesa, 08571 Sant Vicenç de Torelló, Spain",42.0577009,2.2615986
